V,I(365),I(405),I(436),I(486),I(546),I(577),I(589),I(656),656 Chop
-0.4,6.25179E-09,4.69388E-09,4.60773E-09,1.10622E-10,2.40732E-10,8.73195E-12,-5.15907E-12,1.0103E-13,1.0103E-13
-0.39,6.37602E-09,4.78727E-09,4.75642E-09,1.17011E-10,2.7417E-10,1.42359E-11,-3.19297E-12,1.97973E-14,1.97973E-14
-0.38,6.49536E-09,4.88733E-09,4.90857E-09,1.22857E-10,3.10892E-10,2.10812E-11,-1.26349E-12,1.79117E-15,1.79117E-15
-0.37,6.61888E-09,5.03726E-09,5.06157E-09,1.28843E-10,3.49014E-10,2.81807E-11,8.08386E-13,2.02066E-14,2.02066E-14
-0.36,6.73354E-09,5.16421E-09,5.24693E-09,1.36079E-10,3.89121E-10,3.5611E-11,2.8525E-12,2.72088E-13,2.72088E-13
-0.35,6.85677E-09,5.29076E-09,5.40956E-09,1.43686E-10,4.33755E-10,4.37999E-11,5.251E-12,4.40282E-13,4.40282E-13
-0.34,7.02219E-09,5.40655E-09,5.57156E-09,1.5153E-10,4.83453E-10,5.27954E-11,8.1723E-12,2.70042E-13,2.70042E-13
-0.33,7.17411E-09,5.51944E-09,5.72274E-09,1.57353E-10,5.37528E-10,6.3263E-11,1.09457E-11,-5.59118E-14,-5.59118E-14
-0.32,7.27649E-09,5.65177E-09,5.90208E-09,1.64148E-10,5.95123E-10,7.43078E-11,1.37354E-11,2.38122E-13,2.38122E-13
-0.31,7.37429E-09,5.81451E-09,6.07231E-09,1.72452E-10,6.55128E-10,8.64777E-11,1.69407E-11,4.00791E-13,4.00791E-13
-0.3,7.4846E-09,5.92922E-09,6.24855E-09,1.82819E-10,7.17715E-10,9.87803E-11,2.05853E-11,4.69951E-13,4.69951E-13
-0.29,7.63272E-09,6.09175E-09,6.42692E-09,1.92749E-10,7.85885E-10,1.12942E-10,2.44495E-11,3.9363E-13,3.9363E-13
-0.28,7.78097E-09,6.24153E-09,6.62231E-09,1.96826E-10,8.55498E-10,1.28811E-10,2.80581E-11,1.57504E-13,1.57504E-13
-0.27,7.97515E-09,6.37292E-09,6.82501E-09,2.05311E-10,9.28472E-10,1.4606E-10,3.26282E-11,2.17047E-13,2.17047E-13
-0.26,8.10758E-09,6.48218E-09,6.97956E-09,2.12393E-10,1.00188E-09,1.64168E-10,3.68484E-11,2.32802E-13,2.32802E-13
-0.25,8.22381E-09,6.62637E-09,7.15681E-09,2.25404E-10,1.08077E-09,1.83137E-10,4.23439E-11,4.91436E-13,4.91436E-13
-0.24,8.36643E-09,6.76705E-09,7.35956E-09,2.34537E-10,1.15932E-09,2.0461E-10,4.81554E-11,4.74862E-13,4.74862E-13
-0.23,8.49313E-09,6.92046E-09,7.55533E-09,2.43767E-10,1.23958E-09,2.28015E-10,5.39901E-11,5.08989E-14,5.08989E-14
-0.22,8.55823E-09,7.10398E-09,7.7792E-09,2.5117E-10,1.3333E-09,2.53431E-10,5.98134E-11,4.19002E-13,4.19002E-13
-0.21,8.69903E-09,7.25391E-09,7.97135E-09,2.61138E-10,1.4241E-09,2.79768E-10,6.6159E-11,6.30984E-13,6.30984E-13
-0.2,8.82711E-09,7.39242E-09,8.17339E-09,2.72673E-10,1.51859E-09,3.05535E-10,7.32548E-11,4.78136E-13,4.78136E-13
-0.19,9.00934E-09,7.5189E-09,8.34559E-09,2.79872E-10,1.61347E-09,3.34719E-10,8.02514E-11,3.75214E-13,
-0.18,9.19933E-09,7.66287E-09,8.55517E-09,2.88086E-10,1.70898E-09,3.64308E-10,8.80365E-11,2.05588E-13,
-0.17,9.34379E-09,7.81038E-09,8.77046E-09,2.98005E-10,1.80485E-09,3.93973E-10,9.62066E-11,6.31597E-13,
-0.16,9.45214E-09,7.96727E-09,9.0024E-09,3.10001E-10,1.9047E-09,4.26393E-10,1.05308E-10,6.07043E-13,
-0.15,9.63272E-09,8.15017E-09,9.27077E-09,3.22936E-10,2.01233E-09,4.60301E-10,1.1431E-10,8.03679E-13,
-0.14,9.78929E-09,8.38272E-09,9.49242E-09,3.32964E-10,2.11472E-09,4.96453E-10,1.23755E-10,6.23003E-13,
-0.13,9.9379E-09,8.55329E-09,9.71618E-09,3.43152E-10,2.23058E-09,5.32397E-10,1.32906E-10,5.3686E-13,
-0.12,1.00864E-08,8.71198E-09,9.93865E-09,3.53841E-10,2.33579E-09,5.67676E-10,1.43134E-10,9.83945E-13,
-0.11,1.02254E-08,8.8428E-09,1.01609E-08,3.64854E-10,2.44671E-09,6.03208E-10,1.53259E-10,7.16512E-13,
-0.1,1.03664E-08,9.00736E-09,1.03494E-08,3.74572E-10,2.56924E-09,6.43074E-10,1.63753E-10,1.01382E-12,
-0.09,1.05063E-08,9.19737E-09,1.05914E-08,3.84274E-10,2.70556E-09,6.84925E-10,1.75299E-10,8.21276E-13,
-0.08,1.06756E-08,9.37765E-09,1.08334E-08,3.96653E-10,2.8315E-09,7.2509E-10,1.86634E-10,1.00973E-12,
-0.07,1.08283E-08,9.52933E-09,1.10781E-08,4.08579E-10,2.95872E-09,7.67908E-10,2.00186E-10,7.71554E-13,
-0.06,1.09865E-08,9.67752E-09,1.13673E-08,4.22113E-10,3.08654E-09,8.10688E-10,2.12318E-10,7.93653E-13,
-0.05,1.11514E-08,9.85326E-09,1.16102E-08,4.34759E-10,3.21493E-09,8.50096E-10,2.25073E-10,1.07725E-12,
-0.04,1.13028E-08,1.00284E-08,1.18568E-08,4.47191E-10,3.35093E-09,8.95448E-10,2.38315E-10,1.21557E-12,
-0.03,1.14359E-08,1.02953E-08,1.20798E-08,4.60691E-10,3.49845E-09,9.42626E-10,2.50522E-10,1.40586E-12,
-0.02,1.1595E-08,1.04828E-08,1.23357E-08,4.71422E-10,3.63742E-09,9.91466E-10,2.63954E-10,1.17772E-12,
-0.01,1.18955E-08,1.06836E-08,1.26029E-08,4.85022E-10,3.78258E-09,1.04409E-09,2.78848E-10,1.23951E-12,
-9.01501E-14,1.20628E-08,1.08777E-08,1.28953E-08,5.0048E-10,3.92946E-09,1.09856E-09,2.95011E-10,1.14641E-12,
0.01,1.22233E-08,1.10719E-08,1.32815E-08,5.12959E-10,4.06512E-09,1.15183E-09,3.10936E-10,1.8773E-12,
0.02,1.23862E-08,1.11778E-08,1.35594E-08,5.24003E-10,4.22009E-09,1.2069E-09,3.25736E-10,1.59002E-12,
0.03,1.25157E-08,1.13934E-08,1.38531E-08,5.36438E-10,4.37721E-09,1.26177E-09,3.41708E-10,1.48096E-12,
0.04,1.26172E-08,1.15866E-08,1.41332E-08,5.4892E-10,4.53025E-09,1.31825E-09,3.58221E-10,1.41507E-12,
0.05,1.27954E-08,1.1809E-08,1.43652E-08,5.62042E-10,4.69188E-09,1.37795E-09,3.72973E-10,1.74471E-12,
0.06,1.29684E-08,1.20287E-08,1.46479E-08,5.7634E-10,4.87919E-09,1.4375E-09,3.90203E-10,1.81264E-12,
0.07,1.31181E-08,1.22333E-08,1.49827E-08,5.93139E-10,5.04935E-09,1.49323E-09,4.0944E-10,2.06493E-12,
0.08,1.3326E-08,1.24143E-08,1.52561E-08,6.11397E-10,5.21926E-09,1.55431E-09,4.27051E-10,1.92333E-12,
0.09,1.34088E-08,1.26264E-08,1.54868E-08,6.2583E-10,5.38357E-09,1.62735E-09,4.45685E-10,1.80916E-12,
0.1,1.35298E-08,1.29437E-08,1.59247E-08,6.40933E-10,5.54469E-09,1.69111E-09,4.61882E-10,2.19056E-12,
0.11,1.37405E-08,1.31548E-08,1.61296E-08,6.56049E-10,5.71646E-09,1.75713E-09,4.8135E-10,2.37206E-12,
0.12,1.38748E-08,1.3378E-08,1.64245E-08,6.68368E-10,5.90097E-09,1.82611E-09,5.01508E-10,2.63785E-12,
0.13,1.40439E-08,1.3599E-08,1.66449E-08,6.84252E-10,6.09715E-09,1.89505E-09,5.24024E-10,2.7152E-12,
0.14,1.43314E-08,1.38323E-08,1.70203E-08,7.02862E-10,6.28012E-09,1.9531E-09,5.46458E-10,2.56092E-12,
0.15,1.43726E-08,1.39969E-08,1.73365E-08,7.20454E-10,6.46806E-09,2.02724E-09,5.68067E-10,2.70231E-12,
0.16,1.45474E-08,1.41815E-08,1.7623E-08,7.36724E-10,6.65257E-09,2.09982E-09,5.91145E-10,2.61146E-12,
0.17,1.47561E-08,1.4381E-08,1.80838E-08,7.53461E-10,6.81966E-09,2.17835E-09,6.13578E-10,2.67571E-12,
0.18,1.49657E-08,1.46121E-08,1.84326E-08,7.70907E-10,7.01278E-09,2.26217E-09,6.34453E-10,3.00882E-12,
0.19,1.51576E-08,1.48543E-08,1.86831E-08,7.88574E-10,7.24527E-09,2.34125E-09,6.57543E-10,2.99634E-12,
0.2,1.52678E-08,1.51798E-08,1.91216E-08,7.9807E-10,7.4381E-09,2.4089E-09,6.81933E-10,3.1408E-12,
0.21,1.5551E-08,1.54185E-08,1.94069E-08,8.16592E-10,7.63047E-09,2.49803E-09,7.06834E-10,3.44813E-12,
0.22,1.56698E-08,1.56095E-08,1.98472E-08,8.36389E-10,7.79367E-09,2.58088E-09,7.32855E-10,3.54778E-12,
0.23,1.58069E-08,1.5977E-08,2.02071E-08,8.55522E-10,8.00961E-09,2.66543E-09,7.63156E-10,3.65131E-12,
0.24,1.61304E-08,1.622E-08,2.05496E-08,8.72931E-10,8.25887E-09,2.75489E-09,7.90791E-10,3.77674E-12,
0.25,1.60662E-08,1.63526E-08,2.08133E-08,8.89757E-10,8.48111E-09,2.83683E-09,8.18761E-10,3.87721E-12,
0.26,1.62498E-08,1.66358E-08,2.11709E-08,9.15991E-10,8.70425E-09,2.91802E-09,8.44608E-10,4.10433E-12,
0.27,1.64621E-08,1.69192E-08,2.15459E-08,9.37343E-10,8.92606E-09,3.00996E-09,8.81563E-10,4.25124E-12,
0.28,1.65722E-08,1.70149E-08,2.20561E-08,9.56041E-10,9.13311E-09,3.10517E-09,9.1132E-10,4.37401E-12,
0.29,1.68812E-08,1.74694E-08,2.2421E-08,9.76947E-10,9.3486E-09,3.20435E-09,9.42021E-10,4.56205E-12,
0.3,1.69539E-08,1.76848E-08,2.27729E-08,9.9663E-10,9.5888E-09,3.31668E-09,9.74594E-10,4.80821E-12,
0.31,1.70816E-08,1.7835E-08,2.30539E-08,1.01754E-09,9.89986E-09,3.42032E-09,1.00655E-09,5.00239E-12,
0.32,1.74149E-08,1.80412E-08,2.34278E-08,1.03849E-09,1.01578E-08,3.47697E-09,1.03337E-09,5.04986E-12,
0.33,1.7588E-08,1.83968E-08,2.38612E-08,1.04935E-09,1.04053E-08,3.58615E-09,1.06677E-09,5.22644E-12,
0.34,1.76533E-08,1.85791E-08,2.42438E-08,1.06738E-09,1.06612E-08,3.69189E-09,1.1005E-09,5.52211E-12,
0.35,1.78655E-08,1.88995E-08,2.46375E-08,1.08745E-09,1.09167E-08,3.79746E-09,1.13667E-09,6.08726E-12,
0.36,1.8175E-08,1.9204E-08,2.50073E-08,1.11335E-09,1.1166E-08,3.90421E-09,1.17661E-09,9.15853E-12,
0.37,1.81633E-08,1.93189E-08,2.52782E-08,1.1392E-09,1.14212E-08,4.01338E-09,1.21864E-09,6.3285E-12,
0.38,1.83683E-08,1.97153E-08,2.56297E-08,1.16324E-09,1.16863E-08,4.10253E-09,1.25489E-09,7.18686E-12,
0.39,1.86404E-08,1.97798E-08,2.5999E-08,1.18485E-09,1.19687E-08,4.2238E-09,1.293E-09,6.95135E-12,
0.4,1.8656E-08,2.00351E-08,2.64486E-08,1.20647E-09,1.22673E-08,4.35522E-09,1.33502E-09,6.95483E-12,
0.41,1.88727E-08,2.0292E-08,2.69916E-08,1.22162E-09,1.25813E-08,4.49288E-09,1.37619E-09,7.75467E-12,
0.42,1.89975E-08,2.05294E-08,2.73887E-08,1.24447E-09,1.28709E-08,4.61633E-09,1.41058E-09,7.59057E-12,
0.43,1.907E-08,2.09411E-08,2.77859E-08,1.26823E-09,1.31418E-08,4.73286E-09,1.45232E-09,7.4813E-12,
0.44,1.93617E-08,2.1188E-08,2.8195E-08,1.29214E-09,1.33998E-08,4.85843E-09,1.49899E-09,7.82485E-12,
0.45,1.9634E-08,2.14547E-08,2.84868E-08,1.31932E-09,1.37026E-08,4.98693E-09,1.55196E-09,8.04543E-12,
0.46,1.96236E-08,2.16818E-08,2.8824E-08,1.341E-09,1.4009E-08,5.09416E-09,1.59559E-09,8.4432E-12,
0.47,1.98369E-08,2.18596E-08,2.92099E-08,1.36237E-09,1.43091E-08,5.21021E-09,1.64042E-09,8.59604E-12,
0.48,2.00076E-08,2.21E-08,2.96318E-08,1.37323E-09,1.46646E-08,5.35478E-09,1.68602E-09,8.85222E-12,
0.49,2.02048E-08,2.25014E-08,3.01885E-08,1.39289E-09,1.50556E-08,5.49748E-09,1.73147E-09,9.27414E-12,
0.5,2.04054E-08,2.27866E-08,3.05951E-08,1.41401E-09,1.53556E-08,5.66397E-09,1.76575E-09,9.51886E-12,
0.51,2.05639E-08,2.3057E-08,3.10179E-08,1.436E-09,1.56763E-08,5.81344E-09,1.8124E-09,9.89965E-12,
0.52,2.06292E-08,2.33213E-08,3.14254E-08,1.46087E-09,1.59393E-08,5.95685E-09,1.86013E-09,1.01695E-11,
0.53,2.08815E-08,2.35522E-08,3.17013E-08,1.48424E-09,1.63846E-08,6.0718E-09,1.9141E-09,1.06088E-11,
0.54,2.10962E-08,2.38188E-08,3.21009E-08,1.51874E-09,1.66802E-08,6.23569E-09,1.96204E-09,1.09336E-11,
0.55,2.1443E-08,2.40732E-08,3.26703E-08,1.54241E-09,1.70354E-08,6.38361E-09,2.00254E-09,1.11636E-11,
0.56,2.15137E-08,2.4344E-08,3.30553E-08,1.56532E-09,1.73007E-08,6.54516E-09,2.0458E-09,1.11067E-11,
0.57,2.16556E-08,2.45786E-08,3.32853E-08,1.58736E-09,1.77496E-08,6.69561E-09,2.09706E-09,1.20469E-11,
0.58,2.18045E-08,2.46813E-08,3.35834E-08,1.61037E-09,1.79872E-08,6.89085E-09,2.15298E-09,1.22945E-11,
0.59,2.19889E-08,2.49126E-08,3.39794E-08,1.62536E-09,1.83759E-08,7.07889E-09,2.21698E-09,1.28289E-11,
0.6,2.21738E-08,2.51651E-08,3.43713E-08,1.64577E-09,1.85748E-08,7.25437E-09,2.25847E-09,1.31135E-11,
0.61,2.2191E-08,2.54351E-08,3.4859E-08,1.67625E-09,1.90259E-08,7.41124E-09,2.30511E-09,1.34831E-11,
0.62,2.23452E-08,2.57234E-08,3.53878E-08,1.69747E-09,1.92928E-08,7.57709E-09,2.35693E-09,1.42324E-11,
0.63,2.25209E-08,2.61701E-08,3.57709E-08,1.71929E-09,1.96863E-08,7.73793E-09,2.40871E-09,1.39226E-11,
0.64,2.27177E-08,2.64995E-08,3.61444E-08,1.74931E-09,2.00101E-08,7.8425E-09,2.45537E-09,1.43922E-11,
0.65,2.29807E-08,2.67605E-08,3.65518E-08,1.76911E-09,2.03279E-08,8.02298E-09,2.50115E-09,1.47533E-11,
0.66,2.31149E-08,2.705E-08,3.68908E-08,1.78503E-09,2.05544E-08,8.23233E-09,2.551E-09,1.48055E-11,
0.67,2.32566E-08,2.71962E-08,3.72801E-08,1.81636E-09,2.08701E-08,8.39184E-09,2.61949E-09,1.53948E-11,
0.68,2.3411E-08,2.74609E-08,3.76615E-08,1.83492E-09,2.12977E-08,8.54757E-09,2.67015E-09,1.58689E-11,
0.69,2.37487E-08,2.77232E-08,3.80976E-08,1.86074E-09,2.1724E-08,8.70274E-09,2.71758E-09,1.67285E-11,
0.7,2.40869E-08,2.80319E-08,3.84846E-08,1.88312E-09,2.20843E-08,8.8216E-09,2.76821E-09,1.61167E-11,
0.71,2.42458E-08,2.82512E-08,3.87405E-08,1.90435E-09,2.23881E-08,8.97164E-09,2.81581E-09,1.69045E-11,
0.72,2.44455E-08,2.83752E-08,3.90715E-08,1.90967E-09,2.27217E-08,9.16019E-09,2.86477E-09,1.72548E-11,
0.73,2.43631E-08,2.85968E-08,3.94793E-08,1.93054E-09,2.29999E-08,9.33895E-09,2.90983E-09,1.76677E-11,
0.74,2.44554E-08,2.88884E-08,4.00866E-08,1.95378E-09,2.32362E-08,9.49301E-09,2.97322E-09,1.8215E-11,
0.75,2.47409E-08,2.93159E-08,4.04761E-08,1.98199E-09,2.35852E-08,9.63312E-09,3.03376E-09,1.86909E-11,
0.76,2.49053E-08,2.9605E-08,4.08651E-08,2.00399E-09,2.39912E-08,9.72651E-09,3.08217E-09,1.90605E-11,
0.77,2.49897E-08,2.98722E-08,4.11258E-08,2.02303E-09,2.42767E-08,9.87889E-09,3.12598E-09,1.9295E-11,
0.78,2.54037E-08,3.00432E-08,4.14877E-08,2.0336E-09,2.45799E-08,1.00275E-08,3.16387E-09,1.93443E-11,
0.79,2.54391E-08,3.02717E-08,4.19846E-08,2.05748E-09,2.48854E-08,1.0182E-08,3.19211E-09,1.98063E-11,
0.8,2.55833E-08,3.05694E-08,4.23438E-08,2.09353E-09,2.51691E-08,1.03788E-08,3.24372E-09,2.02031E-11,
0.81,2.57581E-08,3.09601E-08,4.27161E-08,2.10654E-09,2.53954E-08,1.05205E-08,3.31353E-09,2.04965E-11,
0.82,2.57785E-08,3.12028E-08,4.30251E-08,2.12183E-09,2.5705E-08,1.06697E-08,3.3545E-09,2.08359E-11,
0.83,2.59824E-08,3.14381E-08,4.32911E-08,2.1416E-09,2.60361E-08,1.08078E-08,3.40291E-09,2.13053E-11,
0.84,2.61989E-08,3.15601E-08,4.36537E-08,2.16454E-09,2.64699E-08,1.09476E-08,3.44343E-09,2.16472E-11,
0.85,2.64243E-08,3.18101E-08,4.40491E-08,2.18664E-09,2.679E-08,1.10228E-08,3.46963E-09,2.19597E-11,
0.86,2.65588E-08,3.20997E-08,4.44798E-08,2.22381E-09,2.70767E-08,1.11625E-08,3.5149E-09,2.22406E-11,
0.87,2.67623E-08,3.25691E-08,4.51725E-08,2.24913E-09,2.74122E-08,1.13063E-08,3.5608E-09,2.26183E-11,
0.88,2.71595E-08,3.28369E-08,4.55505E-08,2.26917E-09,2.77177E-08,1.14245E-08,3.6043E-09,2.30787E-11,
0.89,2.75239E-08,3.30871E-08,4.59087E-08,2.28818E-09,2.79375E-08,1.15559E-08,3.6647E-09,2.32187E-11,
0.9,2.77006E-08,3.33571E-08,4.62988E-08,2.30154E-09,2.81731E-08,1.17171E-08,3.70793E-09,2.36175E-11,
0.91,2.78145E-08,3.35556E-08,4.64973E-08,2.32244E-09,2.8416E-08,1.18866E-08,3.74914E-09,2.40795E-11,
0.92,2.7995E-08,3.3716E-08,4.68597E-08,2.34221E-09,2.86819E-08,1.20141E-08,3.77401E-09,2.44719E-11,
0.93,2.79499E-08,3.3959E-08,4.74033E-08,2.36794E-09,2.89674E-08,1.21458E-08,3.81501E-09,2.48403E-11,
0.94,2.80561E-08,3.42359E-08,4.79536E-08,2.39486E-09,2.92756E-08,1.22921E-08,3.8605E-09,2.50621E-11,
0.95,2.82066E-08,3.46305E-08,4.8386E-08,2.41638E-09,2.97075E-08,1.23931E-08,3.91407E-09,2.55494E-11,
0.96,2.85038E-08,3.48693E-08,4.878E-08,2.42015E-09,2.9999E-08,1.25527E-08,3.95758E-09,2.60737E-11,
0.97,2.88036E-08,3.49321E-08,4.91503E-08,2.43045E-09,3.02124E-08,1.26829E-08,3.99774E-09,2.61242E-11,
0.98,2.89198E-08,3.51537E-08,4.93287E-08,2.45003E-09,3.04893E-08,1.2786E-08,4.02758E-09,2.61539E-11,
0.99,2.91198E-08,3.54037E-08,4.97763E-08,2.47846E-09,3.07815E-08,1.29032E-08,4.05707E-09,2.63843E-11,
1,2.93301E-08,3.56754E-08,5.04481E-08,2.51023E-09,3.10567E-08,1.29352E-08,4.09371E-09,2.68565E-11,
