V,I (365 nm),I (405 nm),I (436 nm),I (486 nm),I (546 nm),I (577 nm),I (589 nm),I (656 nm)
1.17,3.23061E-08,3.96652E-08,5.35226E-08,2.64765E-09,3.42318E-08,1.43142E-08,4.5441E-09,3.08757E-11
1.18,3.24956E-08,4.00777E-08,5.38895E-08,2.6584E-09,3.43875E-08,1.43849E-08,4.58178E-09,3.11679E-11
1.19,3.30072E-08,4.0338E-08,5.40271E-08,2.67451E-09,3.46169E-08,1.45722E-08,4.60409E-09,3.11945E-11
1.2,3.32681E-08,4.0535E-08,5.43986E-08,2.70576E-09,3.48848E-08,1.47095E-08,4.63577E-09,3.15065E-11
1.21,3.34522E-08,4.11838E-08,5.48849E-08,2.7204E-09,3.51639E-08,1.47124E-08,4.67918E-09,3.17181E-11
1.22,3.34157E-08,4.1492E-08,5.53081E-08,2.74247E-09,3.54715E-08,1.4856E-08,4.72239E-09,3.21768E-11
1.23,3.36395E-08,4.17021E-08,5.55841E-08,2.76118E-09,3.56805E-08,1.48777E-08,4.74016E-09,3.23248E-11
1.24,3.38184E-08,4.18363E-08,5.58572E-08,2.75868E-09,3.57483E-08,1.50382E-08,4.75668E-09,3.2147E-11
1.25,3.40856E-08,4.21452E-08,5.61552E-08,2.77232E-09,3.59662E-08,1.5002E-08,4.78756E-09,3.22394E-11
1.26,3.43105E-08,4.24037E-08,5.65246E-08,2.78449E-09,3.61576E-08,1.50581E-08,4.81248E-09,3.26141E-11
1.27,3.43561E-08,4.27055E-08,5.694E-08,2.80416E-09,3.65599E-08,1.50854E-08,4.84707E-09,3.30197E-11
1.28,3.45814E-08,4.32424E-08,5.73199E-08,2.82562E-09,3.68728E-08,1.52357E-08,4.89079E-09,3.29976E-11
1.29,3.48793E-08,4.35979E-08,5.79468E-08,2.85428E-09,3.70951E-08,1.53074E-08,4.92011E-09,3.32838E-11
1.3,3.51559E-08,4.36962E-08,5.84619E-08,2.87214E-09,3.72334E-08,1.53337E-08,4.93252E-09,3.36814E-11
1.31,3.53949E-08,4.39352E-08,5.87815E-08,2.89977E-09,3.74585E-08,1.54174E-08,4.96549E-09,3.39715E-11
1.32,3.58974E-08,4.43775E-08,5.91511E-08,2.91563E-09,3.77968E-08,1.55686E-08,5.01056E-09,3.42948E-11
1.33,3.60107E-08,4.46828E-08,5.95122E-08,2.93444E-09,3.79992E-08,1.56728E-08,5.05272E-09,3.43724E-11
1.34,3.60022E-08,4.49573E-08,5.99038E-08,2.95338E-09,3.81712E-08,1.57412E-08,5.07705E-09,3.45983E-11
1.35,3.6203E-08,4.50938E-08,6.04391E-08,2.96583E-09,3.81753E-08,1.58654E-08,5.10424E-09,3.47325E-11
1.36,3.64521E-08,4.52889E-08,6.09458E-08,2.96409E-09,3.84576E-08,1.5934E-08,5.10038E-09,3.50587E-11
1.37,3.67308E-08,4.56343E-08,6.13929E-08,2.97439E-09,3.86363E-08,1.60436E-08,5.13126E-09,3.51769E-11
1.38,3.69365E-08,4.59841E-08,6.16441E-08,2.99085E-09,3.88369E-08,1.61192E-08,5.16263E-09,3.51092E-11
1.39,3.70076E-08,4.63275E-08,6.17962E-08,3.00765E-09,3.91814E-08,1.62877E-08,5.19119E-09,3.52195E-11
1.4,3.703E-08,4.65953E-08,6.21644E-08,3.02718E-09,3.95027E-08,1.634E-08,5.23285E-09,3.53625E-11
1.41,3.72257E-08,4.67221E-08,6.25593E-08,3.06515E-09,3.96546E-08,1.63513E-08,5.26919E-09,3.56226E-11
1.42,3.76007E-08,4.71251E-08,6.30288E-08,3.08085E-09,3.9805E-08,1.64397E-08,5.29121E-09,3.62328E-11
1.43,3.79002E-08,4.74318E-08,6.35864E-08,3.09923E-09,3.9993E-08,1.64418E-08,5.3068E-09,3.61599E-11
1.44,3.80723E-08,4.76652E-08,6.39676E-08,3.11447E-09,4.0239E-08,1.64813E-08,5.33699E-09,3.63048E-11
1.45,3.81782E-08,4.79108E-08,6.4244E-08,3.11109E-09,4.04587E-08,1.66953E-08,5.35809E-09,3.64112E-11
1.46,3.82762E-08,4.82541E-08,6.44137E-08,3.12626E-09,4.06001E-08,1.66846E-08,5.4031E-09,3.67261E-11
1.47,3.86562E-08,4.87311E-08,6.47352E-08,3.1524E-09,4.06489E-08,1.68911E-08,5.44302E-09,3.71513E-11
1.48,3.89067E-08,4.89481E-08,6.49835E-08,3.17272E-09,4.07786E-08,1.68918E-08,5.45484E-09,3.7219E-11
1.49,3.91841E-08,4.91451E-08,6.49674E-08,3.18518E-09,4.09626E-08,1.70322E-08,5.46816E-09,3.70625E-11
1.5,3.94793E-08,4.95278E-08,6.60035E-08,3.205E-09,4.13246E-08,1.70387E-08,5.4896E-09,3.70426E-11
1.51,3.98399E-08,4.98963E-08,6.65203E-08,3.22509E-09,4.16128E-08,1.72228E-08,5.51912E-09,3.75041E-11
1.52,4.00605E-08,5.01504E-08,6.69005E-08,3.21949E-09,4.17315E-08,1.7325E-08,5.56764E-09,3.77664E-11
1.53,4.01655E-08,5.04259E-08,6.73703E-08,3.22799E-09,4.18952E-08,1.73939E-08,5.61758E-09,3.78212E-11
1.54,4.00383E-08,5.06131E-08,6.72796E-08,3.2444E-09,4.2192E-08,1.73731E-08,5.65281E-09,3.81467E-11
1.55,4.03046E-08,5.06827E-08,6.79228E-08,3.2695E-09,4.24665E-08,1.73251E-08,5.66422E-09,3.81594E-11
1.56,4.06946E-08,5.09569E-08,6.82685E-08,3.28801E-09,4.26354E-08,1.75454E-08,5.66513E-09,3.85895E-11
1.57,4.11696E-08,5.12767E-08,6.86536E-08,3.3085E-09,4.26956E-08,1.76111E-08,5.6934E-09,3.89259E-11
1.58,4.14978E-08,5.1713E-08,6.92417E-08,3.32772E-09,4.28871E-08,1.7671E-08,5.74211E-09,3.91833E-11
1.59,4.15982E-08,5.21569E-08,6.9671E-08,3.33022E-09,4.3106E-08,1.76014E-08,5.76939E-09,3.91138E-11
1.6,4.13591E-08,5.2386E-08,6.97556E-08,3.363E-09,4.34891E-08,1.76455E-08,5.80021E-09,3.90855E-11
1.61,4.15714E-08,5.25303E-08,7.004E-08,3.39644E-09,4.37636E-08,1.78281E-08,5.78645E-09,3.9231E-11
1.62,4.18799E-08,5.27743E-08,7.04494E-08,3.41066E-09,4.40453E-08,1.78399E-08,5.80537E-09,3.93857E-11
1.63,4.22505E-08,5.29763E-08,7.08133E-08,3.42839E-09,4.41318E-08,1.78914E-08,5.83925E-09,3.95936E-11
1.64,4.27232E-08,5.31939E-08,7.12033E-08,3.44218E-09,4.42985E-08,1.81274E-08,5.8712E-09,3.96065E-11
1.65,4.29081E-08,5.35818E-08,7.20325E-08,3.43147E-09,4.44101E-08,1.81607E-08,5.90373E-09,3.956E-11
1.66,4.31711E-08,5.42183E-08,7.23514E-08,3.44276E-09,4.45999E-08,1.82845E-08,5.93962E-09,3.99654E-11
1.67,4.29055E-08,5.44579E-08,7.26781E-08,3.46341E-09,4.49351E-08,1.82735E-08,5.95935E-09,4.0277E-11
1.68,4.31609E-08,5.45483E-08,7.31561E-08,3.48103E-09,4.51239E-08,1.85586E-08,5.96188E-09,4.03791E-11
1.69,4.33078E-08,5.48608E-08,7.37156E-08,3.49782E-09,4.53228E-08,1.84189E-08,5.98804E-09,4.03122E-11
1.7,4.35089E-08,5.53044E-08,7.4095E-08,3.51647E-09,4.54155E-08,1.85624E-08,6.00614E-09,4.0639E-11
1.71,4.36942E-08,5.58322E-08,7.45622E-08,3.54337E-09,4.5516E-08,1.85473E-08,6.03967E-09,4.08948E-11
1.72,4.40002E-08,5.61821E-08,7.49646E-08,3.57487E-09,4.56766E-08,1.87035E-08,6.06709E-09,4.12786E-11
1.73,4.42794E-08,5.64915E-08,7.50303E-08,3.58777E-09,4.58594E-08,1.8645E-08,6.07881E-09,4.13633E-11
1.74,4.45045E-08,5.64918E-08,7.53967E-08,3.60528E-09,4.60404E-08,1.87017E-08,6.07126E-09,4.12823E-11
1.75,4.46246E-08,5.65849E-08,7.58969E-08,3.62273E-09,4.63306E-08,1.89224E-08,6.09038E-09,4.11002E-11
1.76,4.48423E-08,5.71629E-08,7.65174E-08,3.62325E-09,4.67034E-08,1.89675E-08,6.11087E-09,4.12819E-11
1.77,4.54033E-08,5.78574E-08,7.6958E-08,3.63825E-09,4.68438E-08,1.89847E-08,6.1903E-09,4.14703E-11
1.78,4.56456E-08,5.81686E-08,7.71919E-08,3.66947E-09,4.6947E-08,1.91675E-08,6.22172E-09,4.16836E-11
1.79,4.57901E-08,5.85372E-08,7.73776E-08,3.69123E-09,4.71521E-08,1.92061E-08,6.24423E-09,4.16588E-11
1.8,4.57635E-08,5.87597E-08,7.78009E-08,3.70672E-09,4.74332E-08,1.92434E-08,6.28575E-09,4.19252E-11
1.81,4.61585E-08,5.87485E-08,7.81907E-08,3.72123E-09,4.77919E-08,1.92278E-08,6.31629E-09,4.21178E-11
1.82,4.63531E-08,5.91504E-08,7.8944E-08,3.73337E-09,4.79531E-08,1.9452E-08,6.33744E-09,4.21012E-11
1.83,4.66025E-08,5.94957E-08,7.93625E-08,3.72561E-09,4.80666E-08,1.92675E-08,6.34829E-09,4.22571E-11
1.84,4.68614E-08,5.98771E-08,7.98302E-08,3.72864E-09,4.80663E-08,1.93559E-08,6.37442E-09,4.24218E-11
1.85,4.71106E-08,6.01216E-08,8.02791E-08,3.74607E-09,4.82153E-08,1.95603E-08,6.40306E-09,4.25628E-11
1.86,4.77045E-08,6.02288E-08,8.02786E-08,3.76369E-09,4.83866E-08,1.95105E-08,6.45058E-09,4.27637E-11
1.87,4.75829E-08,6.05674E-08,8.05625E-08,3.79114E-09,4.85748E-08,1.97325E-08,6.4712E-09,4.25468E-11
1.88,4.77262E-08,6.08626E-08,8.09329E-08,3.81166E-09,4.90047E-08,1.97243E-08,6.47043E-09,4.26596E-11
1.89,4.79791E-08,6.11812E-08,8.1756E-08,3.83242E-09,4.92443E-08,1.98159E-08,6.4683E-09,4.2783E-11
1.9,4.82723E-08,6.17356E-08,8.20643E-08,3.86346E-09,4.92833E-08,1.99364E-08,6.44461E-09,4.28491E-11
1.91,4.84405E-08,6.20711E-08,8.2564E-08,3.8795E-09,4.9418E-08,1.99063E-08,6.48814E-09,4.29808E-11
1.92,4.84504E-08,6.21384E-08,8.27029E-08,3.89521E-09,4.95762E-08,2.00129E-08,6.525E-09,4.3086E-11
1.93,4.87143E-08,6.24943E-08,8.29696E-08,3.92281E-09,4.97906E-08,2.01468E-08,6.5543E-09,4.33123E-11
1.94,4.9272E-08,6.29906E-08,8.34199E-08,3.94102E-09,5.00115E-08,2.02346E-08,6.55217E-09,4.36851E-11
1.95,4.94717E-08,6.34443E-08,8.38766E-08,3.95707E-09,5.00902E-08,2.02075E-08,6.56637E-09,4.38308E-11
1.96,4.93292E-08,6.36955E-08,8.4345E-08,3.94403E-09,5.00934E-08,2.02888E-08,6.59278E-09,4.42044E-11
1.97,4.97701E-08,6.39514E-08,8.47266E-08,3.94972E-09,5.02098E-08,2.03881E-08,6.63413E-09,4.43358E-11
1.98,4.97065E-08,6.40731E-08,8.54104E-08,3.96694E-09,5.03613E-08,2.05098E-08,6.66241E-09,4.44142E-11
1.99,5.00393E-08,6.44096E-08,8.58897E-08,3.98099E-09,5.06611E-08,2.05824E-08,6.67688E-09,4.43049E-11
2,5.02815E-08,6.48928E-08,8.62158E-08,3.9989E-09,5.10484E-08,2.05382E-08,6.66311E-09,4.42589E-11
2.01,5.05356E-08,6.52633E-08,8.67247E-08,4.015E-09,5.11305E-08,2.05846E-08,6.7129E-09,4.43391E-11
2.02,5.10113E-08,6.5437E-08,8.73018E-08,4.04711E-09,5.08235E-08,2.06559E-08,6.73028E-09,4.45588E-11
2.03,5.13703E-08,6.55836E-08,8.76452E-08,4.08205E-09,5.13733E-08,2.0764E-08,6.76459E-09,4.45257E-11
2.04,5.16216E-08,6.58649E-08,8.79749E-08,4.09695E-09,5.16904E-08,2.09168E-08,6.82078E-09,4.4707E-11
2.05,5.18305E-08,6.61529E-08,8.83172E-08,4.11691E-09,5.19158E-08,2.10041E-08,6.85379E-09,4.4927E-11
2.06,5.14988E-08,6.64855E-08,8.83196E-08,4.13345E-09,5.20212E-08,2.10536E-08,6.87116E-09,4.49454E-11
2.07,5.18314E-08,6.71777E-08,8.86082E-08,4.13585E-09,5.19706E-08,2.10234E-08,6.88722E-09,4.55586E-11
2.08,5.20947E-08,6.74981E-08,8.90487E-08,4.15086E-09,5.20859E-08,2.08458E-08,6.92129E-09,4.548E-11
2.09,5.2388E-08,6.7779E-08,8.94233E-08,4.17948E-09,5.22205E-08,2.10393E-08,6.93952E-09,4.55514E-11
2.1,5.27439E-08,6.79229E-08,8.99456E-08,4.20089E-09,5.24842E-08,2.11049E-08,6.96868E-09,4.5808E-11
2.11,5.30256E-08,6.78279E-08,9.0478E-08,4.21477E-09,5.29245E-08,2.11111E-08,7.01137E-09,4.59324E-11
2.12,5.30069E-08,6.83593E-08,9.07799E-08,4.23353E-09,5.32017E-08,2.11091E-08,7.00192E-09,4.5992E-11
2.13,5.33235E-08,6.8595E-08,9.0723E-08,4.23679E-09,5.3263E-08,2.1223E-08,7.02958E-09,4.61455E-11
2.14,5.36624E-08,6.89602E-08,9.10189E-08,4.23115E-09,5.34269E-08,2.13109E-08,7.06223E-09,4.58504E-11
2.15,5.39385E-08,6.92588E-08,9.15955E-08,4.24574E-09,5.35893E-08,2.14766E-08,7.08947E-09,4.60028E-11
2.16,5.41957E-08,6.92319E-08,9.23366E-08,4.25664E-09,5.37441E-08,2.15399E-08,7.11881E-09,4.61819E-11
2.17,5.45256E-08,6.93996E-08,9.2628E-08,4.27529E-09,5.40346E-08,2.15161E-08,7.1669E-09,4.63302E-11
2.18,5.50899E-08,6.97663E-08,9.24414E-08,4.30931E-09,5.42111E-08,2.15681E-08,7.18296E-09,4.62467E-11
2.19,5.48448E-08,7.00427E-08,9.27758E-08,4.32982E-09,5.41748E-08,2.16087E-08,7.17434E-09,4.62688E-11
2.2,5.51163E-08,7.04821E-08,9.31557E-08,4.33847E-09,5.43839E-08,2.17974E-08,7.19824E-09,4.67296E-11
2.21,5.54219E-08,7.11382E-08,9.36524E-08,4.35678E-09,5.4584E-08,2.18675E-08,7.22845E-09,4.70347E-11
2.22,5.57407E-08,7.12772E-08,9.42296E-08,4.39669E-09,5.499E-08,2.18103E-08,7.27113E-09,4.70765E-11
2.23,5.58292E-08,7.1522E-08,9.50927E-08,4.41344E-09,5.5341E-08,2.17837E-08,7.29606E-09,4.67951E-11
2.24,5.59291E-08,7.19252E-08,9.52223E-08,4.43775E-09,5.53808E-08,2.18508E-08,7.28636E-09,4.67992E-11
2.25,5.61635E-08,7.23278E-08,9.54259E-08,4.43652E-09,5.54861E-08,2.19399E-08,7.29102E-09,4.72714E-11
2.26,5.67208E-08,7.23594E-08,9.58361E-08,4.46232E-09,5.57576E-08,2.20744E-08,7.32462E-09,4.78135E-11
2.27,5.70484E-08,7.2757E-08,9.6265E-08,4.46955E-09,5.60171E-08,2.21833E-08,7.33985E-09,4.77756E-11
2.28,5.72679E-08,7.34403E-08,9.69549E-08,4.45564E-09,5.61494E-08,2.22354E-08,7.37751E-09,4.73316E-11
2.29,5.73913E-08,7.37546E-08,9.68619E-08,4.47241E-09,5.63214E-08,2.22133E-08,7.43132E-09,4.70687E-11
2.3,5.73075E-08,7.40728E-08,9.73109E-08,4.48681E-09,5.6249E-08,2.22091E-08,7.4465E-09,4.74935E-11
2.31,5.76942E-08,7.45802E-08,9.78697E-08,4.50268E-09,5.63249E-08,2.22635E-08,7.49531E-09,4.76128E-11
2.32,5.79452E-08,7.49349E-08,9.86618E-08,4.54252E-09,5.65165E-08,2.23463E-08,7.50197E-09,4.76341E-11
2.33,5.82393E-08,7.4985E-08,9.91686E-08,4.57417E-09,5.66809E-08,2.24681E-08,7.51523E-09,4.79563E-11
2.34,5.87323E-08,7.5256E-08,9.9336E-08,4.57419E-09,5.71775E-08,2.24736E-08,7.52581E-09,4.78884E-11
2.35,5.92524E-08,7.56329E-08,9.94006E-08,4.60141E-09,5.74957E-08,2.24565E-08,7.55194E-09,4.82311E-11
2.36,5.94596E-08,7.59624E-08,9.99554E-08,4.63156E-09,5.77215E-08,2.25499E-08,7.59252E-09,4.84891E-11
2.37,5.96157E-08,7.66635E-08,1.00515E-07,4.63807E-09,5.7857E-08,2.26394E-08,7.60314E-09,4.85434E-11
2.38,5.92129E-08,7.68559E-08,1.01101E-07,4.65449E-09,5.78824E-08,2.27459E-08,7.59526E-09,4.83295E-11
2.39,5.95554E-08,7.70413E-08,1.0138E-07,4.66246E-09,5.80881E-08,2.28639E-08,7.60902E-09,4.81262E-11
2.4,5.97599E-08,7.70975E-08,1.01142E-07,4.66388E-09,5.82951E-08,2.30283E-08,7.62263E-09,4.81343E-11
2.41,6.00287E-08,7.74136E-08,1.01249E-07,4.68707E-09,5.85514E-08,2.30449E-08,7.64045E-09,4.85609E-11
2.42,6.04241E-08,7.77256E-08,1.016E-07,4.71557E-09,5.88477E-08,2.30546E-08,7.67833E-09,4.85675E-11
2.43,6.07213E-08,7.80819E-08,1.0208E-07,4.74547E-09,5.89228E-08,2.31171E-08,7.70603E-09,4.87404E-11
2.44,6.06487E-08,7.84906E-08,1.02697E-07,4.76126E-09,5.89085E-08,2.32654E-08,7.73385E-09,4.88159E-11
2.45,6.1002E-08,7.85672E-08,1.03503E-07,4.74956E-09,5.90245E-08,2.33366E-08,7.72833E-09,4.90283E-11
2.46,6.12902E-08,7.87576E-08,1.03834E-07,4.73656E-09,5.91892E-08,2.33816E-08,7.74937E-09,4.92614E-11
2.47,6.15845E-08,7.90389E-08,1.04186E-07,4.75313E-09,5.93355E-08,2.32814E-08,7.76795E-09,4.89458E-11
2.48,6.17336E-08,7.92909E-08,1.04195E-07,4.76939E-09,5.96122E-08,2.33027E-08,7.81147E-09,4.89369E-11
2.49,6.24955E-08,7.96924E-08,1.04457E-07,4.78461E-09,6.00409E-08,2.34028E-08,7.82373E-09,4.89689E-11
2.5,6.2387E-08,8.04463E-08,1.04903E-07,4.82513E-09,6.00859E-08,2.35962E-08,7.79632E-09,4.9139E-11
2.51,6.22596E-08,8.07017E-08,1.05518E-07,4.83947E-09,6.02335E-08,2.36562E-08,7.80451E-09,4.95094E-11
2.52,6.24942E-08,8.07359E-08,1.05774E-07,4.85061E-09,6.04353E-08,2.35468E-08,7.76719E-09,4.95701E-11
2.53,6.29037E-08,8.11863E-08,1.05873E-07,4.85041E-09,6.05735E-08,2.36144E-08,7.80487E-09,4.94314E-11
2.54,6.3292E-08,8.17146E-08,1.06022E-07,4.89665E-09,6.05392E-08,2.36834E-08,7.85505E-09,4.94494E-11
2.55,6.34694E-08,8.18985E-08,1.06542E-07,4.92088E-09,6.07409E-08,2.37643E-08,7.8717E-09,5.00027E-11
2.56,6.33086E-08,8.19871E-08,1.06872E-07,4.93437E-09,6.09824E-08,2.38357E-08,7.87488E-09,5.02204E-11
2.57,6.3568E-08,8.22396E-08,1.07131E-07,4.96784E-09,6.13049E-08,2.38912E-08,7.89902E-09,5.02427E-11
2.58,6.37678E-08,8.30661E-08,1.0783E-07,4.9806E-09,6.13904E-08,2.38795E-08,7.92686E-09,5.02069E-11
2.59,6.39884E-08,8.33434E-08,1.08634E-07,4.96702E-09,6.14437E-08,2.40437E-08,7.975E-09,5.0212E-11
2.6,6.41188E-08,8.36212E-08,1.08742E-07,4.96637E-09,6.13222E-08,2.40991E-08,7.99083E-09,5.06556E-11
2.61,6.44914E-08,8.38354E-08,1.09155E-07,4.9812E-09,6.13587E-08,2.4226E-08,8.00643E-09,5.06116E-11
2.62,6.47768E-08,8.3641E-08,1.09576E-07,4.99769E-09,6.15358E-08,2.43045E-08,7.98422E-09,5.07273E-11
2.63,6.50312E-08,8.37886E-08,1.09889E-07,5.01587E-09,6.17366E-08,2.43484E-08,8.00069E-09,5.03147E-11
2.64,6.52991E-08,8.40618E-08,1.09849E-07,5.06857E-09,6.19617E-08,2.4411E-08,8.01652E-09,5.02732E-11
2.65,6.55699E-08,8.44166E-08,1.10216E-07,5.09753E-09,6.24791E-08,2.43081E-08,8.05139E-09,5.05691E-11
2.66,6.61352E-08,8.4939E-08,1.11062E-07,5.10618E-09,6.2678E-08,2.43867E-08,8.09739E-09,5.08492E-11
2.67,6.66271E-08,8.56743E-08,1.11449E-07,5.11604E-09,6.28282E-08,2.45434E-08,8.12889E-09,5.08999E-11
2.68,6.66167E-08,8.58928E-08,1.1183E-07,5.13858E-09,6.29524E-08,2.46702E-08,8.14872E-09,5.09646E-11
2.69,6.63215E-08,8.60812E-08,1.12059E-07,5.16511E-09,6.3183E-08,2.47321E-08,8.14057E-09,5.09685E-11
2.7,6.65519E-08,8.5976E-08,1.11949E-07,5.17325E-09,6.33533E-08,2.46947E-08,8.17125E-09,5.11946E-11
2.71,6.68267E-08,8.60732E-08,1.12135E-07,5.18562E-09,6.36643E-08,2.46335E-08,8.18658E-09,5.14068E-11
2.72,6.70735E-08,8.6283E-08,1.12532E-07,5.20438E-09,6.38005E-08,2.47155E-08,8.2134E-09,5.14684E-11
2.73,6.76812E-08,8.67036E-08,1.13029E-07,5.19094E-09,6.3833E-08,2.4757E-08,8.26782E-09,5.1399E-11
2.74,6.79736E-08,8.71927E-08,1.13834E-07,5.19331E-09,6.37933E-08,2.48251E-08,8.26826E-09,5.17092E-11
2.75,6.81689E-08,8.73139E-08,1.14254E-07,5.2021E-09,6.39527E-08,2.49062E-08,8.24041E-09,5.20161E-11
2.76,6.80421E-08,8.74192E-08,1.14346E-07,5.23051E-09,6.41348E-08,2.50211E-08,8.25335E-09,5.21094E-11
2.77,6.83124E-08,8.75873E-08,1.14315E-07,5.24613E-09,6.43431E-08,2.51092E-08,8.26841E-09,5.18719E-11
2.78,6.86132E-08,8.79075E-08,1.15023E-07,5.26616E-09,6.46689E-08,2.51365E-08,8.29119E-09,5.13871E-11
2.79,6.88771E-08,8.82094E-08,1.15403E-07,5.29196E-09,6.50198E-08,2.50103E-08,8.34386E-09,5.16392E-11
2.8,6.95878E-08,8.88696E-08,1.15884E-07,5.30418E-09,6.50875E-08,2.51124E-08,8.3664E-09,5.18575E-11
2.81,6.98034E-08,8.94098E-08,1.1652E-07,5.28892E-09,6.52438E-08,2.51731E-08,8.36679E-09,5.19157E-11
2.82,6.9938E-08,8.94228E-08,1.16594E-07,5.33538E-09,6.55217E-08,2.52188E-08,8.37376E-09,5.18567E-11
2.83,6.98922E-08,8.98314E-08,1.16437E-07,5.34795E-09,6.57952E-08,2.53467E-08,8.3937E-09,5.19644E-11
2.84,6.951E-08,9.01522E-08,1.16788E-07,5.36925E-09,6.58869E-08,2.53991E-08,8.43048E-09,5.23102E-11
2.85,6.98132E-08,9.02867E-08,1.17108E-07,5.38923E-09,6.58175E-08,2.54098E-08,8.46447E-09,5.24104E-11
2.86,6.99965E-08,9.01773E-08,1.17566E-07,5.42284E-09,6.58803E-08,2.54619E-08,8.48635E-09,5.26523E-11
2.87,7.01858E-08,9.07503E-08,1.18687E-07,5.43405E-09,6.58576E-08,2.54997E-08,8.44756E-09,5.25469E-11
2.88,7.05626E-08,9.15926E-08,1.18797E-07,5.41255E-09,6.61973E-08,2.54482E-08,8.47474E-09,5.24391E-11
2.89,7.0794E-08,9.19813E-08,1.19169E-07,5.42003E-09,6.6654E-08,2.54932E-08,8.49501E-09,5.27059E-11
2.9,7.06502E-08,9.2353E-08,1.19806E-07,5.43368E-09,6.68492E-08,2.55736E-08,8.52455E-09,5.25561E-11
2.91,7.09789E-08,9.26142E-08,1.20386E-07,5.44725E-09,6.68465E-08,2.56413E-08,8.59184E-09,5.28759E-11
2.92,7.12228E-08,9.23289E-08,1.20682E-07,5.46815E-09,6.68791E-08,2.57804E-08,8.6273E-09,5.28194E-11
2.93,7.14787E-08,9.24836E-08,1.20963E-07,5.48575E-09,6.70313E-08,2.5799E-08,8.64711E-09,5.26157E-11
2.94,7.17166E-08,9.31327E-08,1.20774E-07,5.51716E-09,6.72592E-08,2.57267E-08,8.62458E-09,5.29868E-11
2.95,7.20514E-08,9.37805E-08,1.21106E-07,5.56357E-09,6.74176E-08,2.58073E-08,8.63514E-09,5.3259E-11
2.96,7.2763E-08,9.4021E-08,1.21335E-07,5.57624E-09,6.73884E-08,2.58538E-08,8.64499E-09,5.31792E-11
2.97,7.2358E-08,9.369E-08,1.21874E-07,5.59156E-09,6.73239E-08,2.59029E-08,8.68372E-09,5.28984E-11
2.98,7.24863E-08,9.38331E-08,1.22778E-07,5.60722E-09,6.73959E-08,2.59621E-08,8.70905E-09,5.28665E-11
2.99,7.28136E-08,9.44599E-08,1.23258E-07,5.61756E-09,6.75297E-08,2.61262E-08,8.69705E-09,5.31235E-11
3,7.33257E-08,9.47962E-08,1.22624E-07,5.6133E-09,6.76967E-08,2.619E-08,8.68395E-09,5.32403E-11
